Date,State,District,Market,Commodity,Variety,Min_Price,Max_Price,Modal_Price,Arrival_Qty_qtl,Rainfall_mm
2020-01-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1259,1678,1393,382,2.7
2020-01-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,941,1456,1196,150,0.1
2020-01-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1174,1498,1283,408,4.0
2020-01-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1030,1398,1266,420,5.5
2020-02-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,731,1120,877,561,2.7
2020-02-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,702,903,811,642,7.2
2020-02-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,661,977,847,691,9.7
2020-02-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,693,988,789,645,4.0
2020-02-27,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,786,1067,880,941,3.7
2020-03-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,873,1224,982,410,4.0
2020-03-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,956,1444,1149,449,9.9
2020-03-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,734,1136,892,241,2.1
2020-03-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,997,1215,1108,87,5.0
2020-04-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,562,901,710,884,2.6
2020-04-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,662,932,767,347,4.6
2020-04-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,661,866,745,263,9.6
2020-04-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,576,820,715,916,9.7
2020-04-27,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,832,1123,971,371,7.2
2020-05-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1197,1655,1502,190,8.5
2020-05-12,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1556,2032,1715,143,5.0
2020-05-19,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1394,1925,1742,35,6.1
2020-05-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1360,2139,1736,239,5.8
2020-05-31,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1387,1823,1620,88,7.5
2020-06-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1504,2299,1925,134,14.7
2020-06-12,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1899,2533,2188,164,107.4
2020-06-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1699,2261,1945,302,21.3
2020-06-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1382,2048,1672,69,36.5
2020-06-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1653,2477,2046,91,75.0
2020-07-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1818,2597,2118,24,64.1
2020-07-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1503,2336,1856,165,66.5
2020-07-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1427,1959,1682,160,28.0
2020-07-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1458,2196,1760,269,5.1
2020-08-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1282,2091,1644,214,25.0
2020-08-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1369,2233,1753,73,110.9
2020-08-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1364,1781,1618,166,36.6
2020-08-21,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1633,2151,1800,43,97.0
2020-08-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1044,1457,1325,278,12.9
2020-09-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1314,1778,1604,217,104.4
2020-09-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1202,1539,1376,302,51.4
2020-09-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,967,1332,1183,381,38.9
2020-09-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1468,1989,1786,164,87.7
2020-10-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1016,1445,1211,426,19.6
2020-10-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1194,1742,1380,197,16.8
2020-10-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,960,1379,1159,438,20.5
2020-10-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1308,1835,1654,148,15.1
2020-11-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1187,1638,1478,57,20.2
2020-11-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1052,1518,1278,381,5.5
2020-11-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,970,1339,1136,131,7.9
2020-11-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,896,1354,1130,184,17.9
2020-12-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,983,1278,1156,53,8.9
2020-12-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1098,1498,1220,189,1.4
2020-12-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,991,1323,1106,302,4.5
2020-12-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,820,1273,1024,168,8.5
2020-12-31,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,920,1174,1016,312,6.9
2021-01-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,856,1128,1020,287,4.9
2021-01-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1253,1699,1369,106,0.3
2021-01-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,913,1384,1093,114,0.8
2021-02-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,665,1040,816,726,0.1
2021-02-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,730,994,894,450,1.4
2021-02-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,595,805,705,968,2.7
2021-02-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,911,1217,995,169,9.0
2021-02-27,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,628,906,769,675,3.7
2021-03-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,733,987,859,469,5.0
2021-03-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,843,1251,1017,318,1.7
2021-03-21,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,819,1334,1043,258,8.5
2021-03-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,712,1039,910,624,3.8
2021-04-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,666,789,728,209,6.5
2021-04-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,567,752,683,773,4.5
2021-04-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,826,1211,960,320,1.6
2021-04-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,883,1144,1006,289,2.9
2021-05-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1365,2076,1673,160,4.2
2021-05-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1553,2122,1706,151,4.9
2021-05-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1647,2229,1849,78,7.5
2021-05-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1680,2308,1907,103,6.3
2021-05-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1210,1765,1433,101,2.1
2021-05-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1412,2213,1755,48,7.8
2021-06-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1559,2194,1962,96,55.2
2021-06-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1977,2801,2377,56,112.8
2021-06-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1672,2537,1993,70,44.2
2021-06-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1823,2347,2066,138,103.6
2021-07-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1580,1907,1760,38,6.4
2021-07-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1855,2651,2075,89,108.8
2021-07-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1994,2452,2202,227,109.9
2021-07-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1664,2383,1986,161,38.5
2021-07-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1789,2457,2237,112,82.6
2021-08-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1044,1382,1143,438,117.2
2021-08-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1078,1602,1368,88,40.5
2021-08-19,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1184,1511,1346,79,99.4
2021-08-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1631,2358,2006,234,97.8
2021-09-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1284,2008,1617,227,16.1
2021-09-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1373,1873,1581,203,74.5
2021-09-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1130,1428,1239,481,84.0
2021-09-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1373,1849,1563,125,6.9
2021-10-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1247,1781,1438,473,16.2
2021-10-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1121,1553,1339,215,8.8
2021-10-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1089,1306,1200,495,1.2
2021-10-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1427,2003,1627,91,27.0
2021-10-31,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,989,1425,1166,95,2.3
2021-11-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1241,1570,1350,173,14.2
2021-11-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1099,1410,1255,427,10.3
2021-11-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,994,1423,1141,257,1.4
2021-12-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,799,1096,971,195,2.3
2021-12-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,870,1237,967,265,5.8
2021-12-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1157,1389,1283,145,9.9
2021-12-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1045,1493,1176,286,0.6
2021-12-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,820,1136,986,448,4.3
2022-01-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,866,1289,1095,70,3.0
2022-01-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1064,1448,1314,347,1.6
2022-01-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1080,1471,1362,326,0.7
2022-01-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1101,1471,1285,164,0.9
2022-01-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1079,1499,1234,130,5.6
2022-02-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,866,1252,1032,429,2.6
2022-02-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,702,960,879,638,4.9
2022-02-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,752,907,831,390,4.1
2022-02-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,724,981,864,349,0.6
2022-03-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,822,1141,972,490,1.9
2022-03-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,951,1218,1061,65,4.1
2022-03-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,767,1054,836,925,1.2
2022-03-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,742,1136,951,172,9.0
2022-04-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,700,1093,869,620,2.9
2022-04-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,866,1202,944,700,0.6
2022-04-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,704,1082,849,796,8.4
2022-04-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,549,741,676,805,7.1
2022-05-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1285,2069,1637,35,3.1
2022-05-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1508,2060,1779,52,7.5
2022-05-12,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1663,2280,1856,94,1.1
2022-05-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1404,2150,1798,215,0.4
2022-05-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1607,2237,1789,187,4.6
2022-06-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1983,2882,2377,107,73.4
2022-06-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1427,1798,1645,129,90.3
2022-06-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,2064,2591,2252,177,29.6
2022-06-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1446,2068,1744,126,75.1
2022-06-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1585,2334,1913,179,110.5
2022-07-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1531,2014,1720,156,44.9
2022-07-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1892,2329,2117,120,66.5
2022-07-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1681,2469,2006,125,76.7
2022-07-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1563,2016,1841,144,116.1
2022-08-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1160,1745,1424,342,48.6
2022-08-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1261,1816,1534,130,6.6
2022-08-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1053,1548,1326,206,44.9
2022-08-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1265,1974,1562,256,36.1
2022-08-31,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1123,1617,1396,92,21.6
2022-09-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1480,1890,1726,71,75.3
2022-09-12,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1109,1623,1338,414,22.7
2022-09-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,977,1325,1080,197,79.3
2022-09-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1233,1562,1408,176,72.3
2022-10-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1030,1320,1125,437,19.2
2022-10-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1020,1290,1176,140,20.2
2022-10-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,984,1575,1239,206,24.3
2022-10-21,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1523,1933,1718,114,28.7
2022-10-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1491,1989,1639,198,24.7
2022-11-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1226,1667,1373,182,12.4
2022-11-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1178,1805,1457,57,0.4
2022-11-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1159,1631,1321,238,17.4
2022-11-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1253,1588,1450,77,15.4
2022-12-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1111,1521,1391,465,8.5
2022-12-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1247,1678,1480,82,6.2
2022-12-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1268,1645,1380,421,0.3
2022-12-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1220,1647,1485,138,2.4
2023-01-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1073,1478,1360,70,4.5
2023-01-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1191,1581,1357,295,0.6
2023-01-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,975,1393,1239,302,0.3
2023-01-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1088,1731,1390,462,1.1
2023-02-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,762,984,835,795,8.2
2023-02-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,673,951,846,661,2.6
2023-02-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,687,960,752,346,8.8
2023-02-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,586,879,744,729,8.9
2023-03-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,831,1162,1050,130,5.4
2023-03-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,743,1091,869,728,4.1
2023-03-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,712,846,783,517,0.1
2023-03-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,841,1262,1031,244,8.2
2023-03-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,883,1216,1005,450,4.2
2023-04-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,714,884,816,677,6.0
2023-04-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,654,1009,838,707,3.1
2023-04-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,829,1056,921,172,4.4
2023-05-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1539,2006,1714,144,4.1
2023-05-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1950,2899,2286,76,9.9
2023-05-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1484,2040,1646,82,5.0
2023-05-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1488,1883,1733,58,4.6
2023-05-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1720,2392,1948,196,1.4
2023-06-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1983,2590,2314,53,109.0
2023-06-12,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1507,2156,1914,161,52.6
2023-06-19,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1989,2689,2354,134,108.1
2023-06-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1952,2782,2403,155,73.2
2023-07-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1628,2511,2060,57,47.6
2023-07-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1806,2739,2196,104,14.0
2023-07-21,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1552,2186,1782,27,10.5
2023-07-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1936,2883,2321,50,18.7
2023-08-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1451,1898,1582,272,114.6
2023-08-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1214,1757,1486,206,93.2
2023-08-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1336,1868,1633,24,57.5
2023-08-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1083,1593,1366,152,71.2
2023-09-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1569,2304,1845,66,46.8
2023-09-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1452,1747,1583,233,66.2
2023-09-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1310,1920,1617,179,69.4
2023-09-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1374,1807,1635,247,16.5
2023-09-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1164,1581,1448,46,112.8
2023-10-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1125,1739,1395,134,21.8
2023-10-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1069,1639,1318,441,5.7
2023-10-19,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1239,1563,1376,306,25.4
2023-10-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1312,1619,1442,60,24.3
2023-11-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1153,1517,1282,381,6.4
2023-11-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1431,2030,1638,104,3.0
2023-11-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1086,1451,1290,71,24.3
2023-11-29,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1142,1638,1364,137,1.1
2023-12-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1186,1525,1333,157,7.2
2023-12-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1156,1532,1318,121,6.0
2023-12-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1157,1557,1338,358,6.8
2023-12-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1286,1892,1560,73,4.3
2024-01-04,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1486,2007,1709,94,1.4
2024-01-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1121,1563,1265,400,1.2
2024-01-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,937,1453,1196,316,10.0
2024-01-24,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1306,1666,1484,222,5.5
2024-01-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1177,1789,1469,80,0.1
2024-02-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,817,1265,1001,461,1.2
2024-02-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,817,1177,992,494,8.2
2024-02-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,927,1266,1027,393,8.3
2024-03-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,909,1417,1126,314,4.2
2024-03-11,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,996,1314,1163,214,8.2
2024-03-17,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,834,1126,915,443,4.5
2024-03-25,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,817,1055,975,309,6.4
2024-03-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,734,1090,927,905,5.6
2024-04-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,790,1196,992,285,8.6
2024-04-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,891,1176,1067,373,6.1
2024-04-21,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,840,1126,1017,142,8.8
2024-04-27,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,785,1147,951,229,9.6
2024-05-03,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1996,2717,2388,164,2.5
2024-05-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1939,2655,2188,287,7.5
2024-05-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1338,2073,1652,125,2.6
2024-05-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1600,2379,2052,68,7.7
2024-06-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1862,2442,2038,169,119.1
2024-06-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1560,2216,1872,202,30.6
2024-06-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1773,2273,1941,124,37.3
2024-06-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,2244,2922,2663,164,34.7
2024-06-27,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,2045,2910,2386,151,114.8
2024-07-05,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1934,2589,2149,36,11.0
2024-07-10,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1825,2349,2112,263,9.7
2024-07-18,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,2168,3435,2728,21,95.9
2024-07-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1643,2133,1909,154,25.9
2024-07-31,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1858,2339,2028,238,84.9
2024-08-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1309,1862,1633,28,21.2
2024-08-16,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1459,2018,1675,48,99.1
2024-08-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1188,1772,1418,209,79.9
2024-08-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1469,1993,1601,126,103.2
2024-09-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1549,2157,1692,202,63.3
2024-09-07,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1231,1777,1431,207,35.6
2024-09-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1498,1927,1757,36,80.7
2024-09-23,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1248,1777,1500,148,95.3
2024-10-01,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1100,1519,1378,98,14.8
2024-10-09,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1452,1807,1659,141,6.7
2024-10-14,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1272,1589,1399,365,8.9
2024-10-19,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1144,1697,1424,326,21.2
2024-10-26,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1334,2038,1613,101,14.4
2024-11-02,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1205,1646,1446,244,29.3
2024-11-08,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1348,1956,1655,216,26.4
2024-11-15,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1385,1898,1665,109,29.5
2024-11-22,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1058,1471,1240,306,24.5
2024-11-30,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1178,1446,1329,213,28.1
2024-12-06,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1249,1825,1466,83,8.6
2024-12-13,Madhya Pradesh,Indore,Indore Mandi,Potato,Kufri,1052,1535,1200,253,3.3
2024-12-20,Madhya Pradesh,Indore,Indore Mandi,Potato,Jyoti,1113,1772,1423,255,5.0
2024-12-28,Madhya Pradesh,Indore,Indore Mandi,Potato,Lal,1201,1698,1459,73,4.2
2020-01-05,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Lal,851,1156,1010,138,1.0
2020-01-14,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Kufri,952,1166,1072,316,8.9
2020-01-23,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Kufri,1009,1321,1168,244,0.7
